Marca temporal;Elige el curso;Opinión General Sobre el Curso;¿Aprobó la Cursada?;¿Cómo te Resultaron los Temas de la Materia?;¿Los Temas de la Materia Están Actualizados?;Nivel de las Clases Teóricas del Curso;Nivel de las Clases Prácticas del Curso;Dificultad del Curso;Dificultad del TP;¿Cursaste antes la materia de manera presencial?;¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases teóricas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases prácticas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Trabajos prácticos];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Instancias de consulta];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Tiempos de respuesta ante consultas];¿Qué aspectos valorás positivamente de la cursada remota? (elegí todas las que apliquen);¿Qué aspectos valorás negativamente de la cursada remota? (elegí todas las que apliquen);¿Creés que la cátedra estuvo a la altura de una cursada virtual? En cuanto a herramientas, comunicación, material, etc;¿Creés que debería evaluarse la posibilidad de que el curso sea total o parcialmente virtual cuando sea posible retomar las cursadas presenciales?;¿Estás conforme con la forma en que el curso evaluó sus contenidos? ¿Te sentiste cómodo/a?;¿Tenés algún otro comentario o sugerencia sobre el curso y la cursada virtual de este cuatrimestre?;;;;;;
3/2/2021 10:36:19;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Poco Interesantes;Sí;Muy Buenas;Buenas;Muy Dificil;Muy dificil;No;Mejor;Similar;Mejor;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares;Si la verdad que siempre que tuve consultas las mismas fueron aclaradas de manera casi inmediata y con mucha clarifad;Si;Si, hubiese estado bueno no tener que escribir todo a mano ya que para ser prolija y que se entienda esto me tomo mucho tiempo;;;;;;;
3/2/2021 10:39:00;75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Essaya;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Dificil;Dificil;Si;Mejor;Mejor;Mejor;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal;si;Si;si;es mucho mejor rendir y hacer las practicas online;;;;;;
3/2/2021 10:39:37;75.01-95.01-Computación - 3 y 10 - Perez Berro;Excelente;Sí;Interesantes;Sí;Buenas;Buenas;Normal;Normal;No;Mejor;Mejor;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;;creo que estuvieron muy bien ya que los videos eran cortos y claros;Si;;agregaría audio en los videos prácticos ya que esto hace que el video sea mas fácil de llevar y no se vuelva inentendible de a momentos;;;;;;
3/2/2021 10:43:18;75.01-95.01-Computación - 3 y 10 - Perez Berro;Excelente;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;No aplica;No aplica;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Mejor interacción en grupo, Comodidad de mi hogar;Pérdida de comunicación no verbal;Sí, totalmente.;Si;Si;;;;;;;
3/2/2021 10:43:43;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con mis pares, Problemas de conectividad, Falta de espacio adecuado para estudiar;"Buena disponibilidad y calidad del material de estudio; rápida respuesta de la docente a la hora de responder consultas, respuestas claras y concisas y mucha claridad desde un inicio sobre como se iba a desarrollar la materia y las diferentes instancias de evaluación ";No;Los trabajos prácticos fueron de gran ayuda a la hora de llevar la materia e ir viendo que temas debía reforzar a la hora de rendir las evaluaciones las cuales, en mi opinión, abarcaron los temas más importantes vistos durante la cursada.;;;;;;;
3/2/2021 10:44:27;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Peor;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal;Si;Si;Sí, la dificultad y la modalidad me pareció acorde a lo visto en clase;Creo que puede estar bueno dar, aunque sea como pantallazo para tener una mínima noción o como material adicional/informativo, algo de las nuevas tecnologías relacionadas a la computación/programación o parecidos (machine learning, ciencia de datos, AI, etc). Sé que excede al curso, el cual está bien hecho, simplemente puede ser interesante y/o útil para algunos;;;;;;
3/2/2021 10:46:58;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Menores costos de traslado y otros;Menor interacción con el docente, Menor interacción con mis pares;Si, cumplio con lo necesario;Si;Si;;;;;;;
3/2/2021 10:47:24;75.01-95.01-Computación - 3 y 10 - Perez Berro;Bueno;No;Interesantes;Sí;Regulares;No Hay Clases Prácticas;Normal;Normal;No;Similar;No aplica;Similar;Peor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares;Sí;Si;Sí;Debería existir la posibilidad de poder cursar la materia tanto virtual o presencial según lo desee el alumno. Esto se puede lograr con cátedras virtuales y cátedras presenciales. ;;;;;;
3/2/2021 10:49:24;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Interesantes;Sí;Buenas;Buenas;Dificil;Dificil;No;Peor;Similar;Peor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares, Problemas de conectividad;Cristina lo estuvo, a pesar de que las clases no eran sincrónicas cualquier mail de consulta ella lo contestaba muy bien explicado en el mismo instante. Además las clases de consulta que puso fueron las justas y muy eficientes;Si;Si ;;;;;;;
3/2/2021 10:52:45;75.01-95.01-Computación - 3 y 10 - Perez Berro;Excelente;Sí;Interesantes;Sí;No hay clases teóricas;No Hay Clases Prácticas;Normal;Normal;No;No aplica;No aplica;Similar;Similar;No aplica;Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Problemas de conectividad;si;Si;si;;;;;;;
3/2/2021 10:54:49;75.03-95.57-Organización del Computador - 1 - Benitez;Regular;No;Poco Interesantes;Sí;Regulares;Buenas;Normal;Normal;No;Similar;Mejor;Mejor;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;;;Si;;;;;;;;
3/2/2021 10:56:18;75.41-95.15-Algoritmos y Programación II - 4 - Méndez;Excelente;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Facil;Fácil;No;Mejor;Mejor;Mejor;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares, Pérdida de comunicación no verbal, Problemas de conectividad;Definitivamente;Si;Muy conforme, se tomo lo que se dio. Muy cómodo desde mi casa.;Opino que la cursada se podría mantener completamente virtual, aprovechando los recursos virtuales las clases pueden ser mejores que las virtuales ( especialmente en el depto. de computación ). Pienso que igualmente se debería habilitar el lab. de comp. o algunas cátedras presenciales para la gente sin posibilidad de participar de la cursada virtual.;;;;;;
3/2/2021 11:00:26;75.01-95.01-Computación - 3 y 10 - Perez Berro;Excelente;Sí;Interesantes;Sí;Excelentes;Excelentes;Normal;Normal;No;Similar;Similar;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Pérdida de comunicación no verbal;Sí;Si;Sí;;;;;;;
3/2/2021 11:07:41;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Mejor;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal, Problemas de conectividad;Si;Si;Si;;;;;;;
3/2/2021 11:10:27;75.40-95.14-Algoritmos y Programación I - 4 - Essaya;Bueno;No;Interesantes;Sí;Buenas;Buenas;Muy Dificil;Muy dificil;No;Mejor;Mejor;No aplica;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares;Si;Si;No sabia programar, me parecio muy dificil. El primer tp me mato. No pude seguir el hilo.;;;;;;;
3/2/2021 11:16:55;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Dificil;Dificil;No;Peor;Peor;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Mejor interacción en grupo, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con mis pares, Pérdida de comunicación no verbal, Falta de espacio adecuado para estudiar, Incomodidad en mi hogar;totalmente de acuerdo;Si;En cuanto a los trabajos prácticos me sentí muy cómodo. Sin embargo, creo los parciales sean a mano me parece que no es la forma optima de evaluar como realizar un programa ya que hay errores que surgen cuando se escribe un código que no hay instancia para poder verlos, ergo no funcionaria el programa creado para resolver el examen.;Que los exámenes puedan realizarse en computadora y no a mano.;;;;;;
3/2/2021 11:19:11;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Muy Interesantes;Sí;Buenas;Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares;Si, bien organizado ;Si;Si;Que algunos temas los haya explicado la profe de forma sincrónica ;;;;;;
3/2/2021 11:23:26;75.01-95.01-Computación - 3 y 10 - Perez Berro;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Normal;Normal;No;Similar;Similar;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;Menor interacción con mis pares, Pérdida de comunicación no verbal, Problemas de conectividad, Falta de espacio adecuado para estudiar;Si, totalmente;Si;Si, muy comodo;Cristina fue muy atenta y respondía dudas más rápido que cualquier otro profesor/a de otras materias.;;;;;;
3/2/2021 11:28:48;75.01-95.01-Computación - 3 y 10 - Perez Berro;Excelente;Sí;Interesantes;Sí;Excelentes;No Hay Clases Prácticas;Normal;Dificil;No;Mejor;Peor;Similar;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares, Pérdida de comunicación no verbal;Muy buenos los videos teorícos y ejercicios de aplicación ;Si;Si, muy comodo;Muy buena predisposición de Cristina, valoro mucho eso. ;;;;;;
3/2/2021 11:32:34;75.47-Taller de Desarrollo de Proyectos II - Fontela;Excelente;Sí;Interesantes;Sí;No hay clases teóricas;No Hay Clases Prácticas;Normal;Normal;No;No aplica;No aplica;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Pérdida de comunicación no verbal, Falta de espacio adecuado para estudiar;Si, completamente.;Si;Si, muy cómodo.;No, ya se han realizado los comentarios/sugerencias durante la retrospectiva;;;;;;
3/2/2021 11:36:15;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Interesantes;Sí;Buenas;Regulares;Dificil;Dificil;No;Peor;Peor;Mejor;Peor;Peor;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal, Problemas de conectividad, Falta de espacio adecuado para estudiar;Creo que la catedra tuvo un buen desempeño con las herramientas que tuvo a su disposición.;No;Me parece que se evaluaron correctamente los contenidos.;"Quiero aclarar que todas las respuestas parten de la base que la cursada virtual se tuvo que realizar  de esta manera por fuerza mayor, debido a eso todos tuvimos que adaptarnos, de no ser así me parece que no hay margen de comparación con una cursada presencial debido a que la interacción con el profesor baja muchísimo con esta modalidad, siempre te quedan dudas, casualmente hay problemas con la conexión y ni hablar del constante mal funcionamiento del campus a la hora de rendir o de intentar entrar cuando algún grupo mas esta rindiendo, entre otros problemas. 
Considero que hay aspectos positivos como los que marque mas arriba pero si se realiza un balance, desde mi punto de vista, lo considero negativo.";;;;;;
3/2/2021 11:38:55;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Peor;Similar;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje;Menor interacción con el docente, Menor interacción con mis pares;Si, muy preparada.;Si;Si, acorde a lo visto y practicado en clases teorico-practicas.;"En lo personal, que empecé sin saber absolutamente nada de programacion, me hubiera gustado más que nada en el inicio de semestre, alguna clase  por ejemplo en la que la docente resuelva o programe ""online o en simultáneo"" con la clase. Siento que capaz me hubiera resultado un poco mejor que los vídeos teóricos pregrabados. No quita que estos hayan sido de gran utilidad y de nivel, sólo comento que me hubiera servido como complemento una escritura de programa en grupo por ejemplo, con el docente llevándolo a cabo. Muchas gracias.";;;;;;
3/2/2021 11:42:31;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Mejor;Mejor;Posibilidad de ver las clases posteriormente;Menor interacción con mis pares, Pérdida de comunicación no verbal;Si, ya que tema material de estudio muy completo y la predisposicion de la profesora tanto a consultas y ayuda, hizo que la cursada sea muy llevadera ;Si;Si ya que la manera de desglosar los problemas en partes lleva a que puedas profundizar mas en cada aspecto del problema;;;;;;;
3/2/2021 11:43:01;75.41-95.15-Algoritmos y Programación II - 4 - Méndez;Muy Bueno;Sí;Interesantes;Sí;Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal;tienen su propia plataforma de apuntes y de evaluacion, por lo tanto no dependen del nefasto campus;No;toy conforme;noup;;;;;;
3/2/2021 11:53:10;75.01-95.01-Computación - 3 y 10 - Perez Berro;Bueno;Sí;Interesantes;Sí;Buenas;Buenas;Normal;Dificil;No;Peor;Peor;Similar;Similar;Mejor;Posibilidad de volver atrás al no entender algo;Menor interacción con el docente, Menor interacción con mis pares;si, y ademas siendo una materia en la que se usa la computadora, no hubo mucho problema al ser virtual;Si;si;Me hubiese gustado tener mas clases, que no sean solo de consulta, donde la profesora explicase algun ejercicio en clase.;;;;;;
3/2/2021 11:58:26;75.40-95.14-Algoritmos y Programación I - 4 - Essaya;Excelente;No;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;;;;;;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Problemas de conectividad;;Si;;;;;;;;
3/2/2021 12:12:47;75.41-95.15-Algoritmos y Programación II - 4 - Méndez;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares;Si, completamente seguro ;Si;Si, muy seguro.;No.;;;;;;
3/2/2021 12:17:19;75.15-75.28-95.05-Base de Datos - 1 - Beiro;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Muy Buenas;Normal;No hay TP;No;Similar;Similar;No aplica;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con mis pares, Problemas de conectividad;Completamente a la altura. Debe ser de las materias mejor dadas de la carrera.;Si;En lo que fue la cursada, si. En lo que será el final, masomenos. Es sin auriculares y con micrófono abierto, y siendo que comparto el departamento y no es muy espacioso, tengo que ver si doy el examen desde la cama o le pido a mi pareja que vaya ella a la pieza durante la duración del mismo. Ninguna me agrada demasiado.;Solo espero que dejen los vídeos disponibles.;;;;;;
